,prospectid,total_tl,tot_closed_tl,tot_active_tl,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_open_l6m,pct_tl_closed_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12m,tot_missed_pmnt,auto_tl,cc_tl,consumer_tl,gold_tl,home_tl,pl_tl,secured_tl,unsecured_tl,other_tl,age_oldest_tl,age_newest_tl,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,cc_enq,cc_enq_l6m,cc_enq_l12m,pl_enq,pl_enq_l6m,pl_enq_l12m,time_since_recent_enq,enq_l12m,enq_l6m,enq_l3m,maritalstatus,education,age,gender,netmonthlyincome,time_with_curr_empr,pct_of_active_tls_ever,pct_opened_tls_l6m_of_l12m,pct_currentbal_all_tl,cc_utilization,cc_flag,pl_utilization,pl_flag,pct_pl_enq_l6m_of_l12m,pct_cc_enq_l6m_of_l12m,pct_pl_enq_l6m_of_ever,pct_cc_enq_l6m_of_ever,max_unsec_exposure_inpct,hl_flag,gl_flag,last_prod_enq2,first_prod_enq2,credit_score,approved_flag
31016,31017,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,2,2,0,0,0,0,0,2,1,1,28.0,9.0,78.0,9.0,4.0,3,2.0,1,1,3,2,1.0,2.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,0.0,0.0,0.0,Married,12TH,43,M,20000,222,1.0,0.0,0.689,,0,,0,0.0,0.0,0.0,0.0,10.0,0,0,others,others,685,P2
31017,31018,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,39.0,31.0,180.0,29.0,6.0,7,90.0,89,0,4,4,0.0,89.0,5,5,23,4,6,0,0,0,0,0,0,0,0,0,89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,1.0,0.0,0.0,Married,12TH,29,M,25000,60,1.0,0.0,0.011,,0,,0,0.0,0.0,0.0,0.0,6.48,0,0,others,others,671,P2
31018,31019,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7.0,7.0,107.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,1.0,Married,12TH,37,M,13000,282,1.0,0.0,0.872,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,668,P3
31019,31020,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,83.0,83.0,1769.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,1.0,Married,GRADUATE,29,M,14500,122,0.0,0.0,0.0,,0,,0,1.0,0.0,1.0,0.0,,0,0,others,others,676,P2
31020,31021,3,1,2,0,0,0.0,0.0,0.667,0.333,1,1,0.333,0.333,1,0,0,0,0,2,0,3,0,1,57.0,7.0,433.0,,,0,,0,0,0,0,0.0,0.0,0,0,45,4,12,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,2.0,0.0,0.0,Married,POST-GRADUATE,37,F,22000,35,0.667,0.0,0.945,,0,,0,0.0,0.0,0.0,0.0,,0,1,HL,HL,696,P2
31021,31022,6,1,5,1,1,0.167,0.167,0.833,0.167,2,1,0.333,0.167,0,0,0,0,0,0,0,1,5,6,123.0,4.0,40.0,5.0,2.0,6,1.0,1,6,6,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,Married,GRADUATE,42,M,22000,75,0.833,0.5,0.796,,0,,0,0.0,0.0,0.0,0.0,150.0,0,0,others,others,719,P1
31022,31023,2,1,1,1,1,0.5,0.5,0.5,0.5,2,1,1.0,0.5,1,1,0,1,0,0,0,1,1,0,10.0,3.0,77.0,9.0,9.0,1,7.0,7,0,1,1,0.0,7.0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,3.0,2.0,Married,12TH,31,F,20000,62,0.5,0.5,0.966,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,ConsumerLoan,658,P4
31023,31024,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,1,0,0,0,0,2,1,87.0,6.0,87.0,5.0,3.0,3,28.0,28,3,3,0,28.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,2.0,2.0,0.0,Married,12TH,40,F,23000,81,0.5,1.0,0.667,,0,,0,0.0,0.0,0.0,0.0,1.957,0,0,ConsumerLoan,ConsumerLoan,702,P3
31024,31025,5,3,2,1,1,0.2,0.2,0.4,0.6,1,1,0.2,0.2,0,0,0,2,3,0,0,3,2,0,40.0,4.0,81.0,,,0,,0,0,0,0,0.0,0.0,0,0,37,5,11,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,129.0,1.0,1.0,0.0,Married,GRADUATE,30,M,26700,30,0.4,1.0,0.998,,0,,0,1.0,0.0,1.0,0.0,0.88,1,0,PL,ConsumerLoan,683,P2
31025,31026,5,0,5,1,0,0.2,0.0,1.0,0.0,1,0,0.2,0.0,0,1,0,3,0,0,0,1,4,1,74.0,3.0,52.0,20.0,20.0,1,28.0,28,0,0,0,0.0,0.0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,28,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,Married,UNDER GRADUATE,32,M,20000,191,1.0,1.0,0.405,,0,,0,0.0,0.0,0.0,0.0,2.811,0,0,ConsumerLoan,others,663,P3
31026,31027,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,58.0,58.0,1070.0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,1.0,1.0,Married,GRADUATE,55,M,25000,150,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,680,P2
31027,31028,13,12,1,1,2,0.077,0.154,0.077,0.923,1,2,0.077,0.154,1,0,0,0,0,0,0,13,0,13,58.0,3.0,78.0,,,0,,0,0,0,0,0.0,0.0,0,0,22,6,6,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,1.0,1.0,1.0,Married,12TH,49,M,35000,104,0.077,1.0,1.012,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,687,P2
31028,31029,3,1,2,1,1,0.333,0.333,0.667,0.333,2,1,0.667,0.333,0,0,1,2,0,0,0,0,3,0,14.0,2.0,73.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,74.0,2.0,1.0,1.0,Married,GRADUATE,38,M,15000,13,0.667,0.5,0.2,,1,,0,0.0,1.0,0.0,1.0,1.327,0,0,CC,others,683,P2
31029,31030,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,12.0,12.0,158.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,Married,12TH,40,F,21000,98,0.0,0.0,0.0,,0,,0,1.0,0.0,0.5,0.0,,0,0,PL,PL,667,P3
31030,31031,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,29.0,29.0,48.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0,0.0,0.0,0.0,Married,GRADUATE,28,M,43000,42,1.0,0.0,0.611,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,695,P2
31031,31032,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,26.0,26.0,61.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0,0.0,0.0,0.0,Single,GRADUATE,22,M,15000,28,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,678,P2
31032,31033,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,1,0,0,2,0,0,63.0,16.0,398.0,,,0,,0,0,0,0,,0.0,0,0,30,4,10,2,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,3.0,2.0,Married,SSC,31,M,15000,84,0.5,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,others,698,P2
31033,31034,4,2,2,1,1,0.25,0.25,0.5,0.5,2,1,0.5,0.25,0,2,0,0,0,0,2,2,2,0,59.0,3.0,48.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,0.0,0.0,4.0,0.0,2.0,103.0,5.0,3.0,0.0,Married,12TH,38,M,19000,63,0.5,0.5,0.921,,0,0.874,1,0.0,0.0,0.0,0.0,3.368,0,0,others,others,686,P2
31034,31035,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,32.0,32.0,297.0,,,0,,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,5.0,Single,SSC,24,M,23500,107,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,655,P4
31035,31036,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,43.0,43.0,561.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,1.0,Married,12TH,26,M,30000,89,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,673,P2
31036,31037,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,2,0,1,114.0,82.0,2447.0,,,0,,0,0,0,0,,,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2472.0,0.0,0.0,0.0,Married,12TH,42,M,25000,246,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,723,P1
31037,31038,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,0,0,0,0,0,0,2,1,3,48.0,7.0,46.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,12TH,41,F,21000,131,0.667,0.0,0.508,,0,,0,0.0,0.0,0.0,0.0,0.179,0,0,others,others,683,P2
31038,31039,6,4,2,2,0,0.333,0.0,0.333,0.667,2,0,0.333,0.0,1,0,0,0,0,0,0,6,0,6,44.0,4.0,104.0,,,0,,0,0,0,0,0.0,0.0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,OTHERS,46,M,22000,125,0.333,1.0,1.015,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,681,P2
31039,31040,16,15,1,0,0,0.0,0.0,0.062,0.938,0,0,0.0,0.0,0,0,0,0,16,0,0,16,0,0,60.0,21.0,496.0,35.0,26.0,20,199.0,28,0,0,0,,,14,8,0,0,0,0,0,0,0,0,0,0,0,0,18,3.0,0.0,0.0,0.0,3.0,2.0,3.0,147.0,3.0,2.0,0.0,Single,GRADUATE,29,M,16500,50,0.062,0.0,0.0,,0,,0,0.667,0.0,0.667,0.0,,1,0,PL,PL,656,P4
31040,31041,5,1,4,1,1,0.2,0.2,0.8,0.2,3,1,0.6,0.2,1,0,0,1,1,1,1,3,2,1,25.0,1.0,31.0,,,0,,0,0,0,0,0.0,0.0,0,0,7,2,4,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,3.0,1.0,3.0,11.0,4.0,2.0,2.0,Single,UNDER GRADUATE,27,M,40000,27,0.8,0.333,0.988,,0,0.942,1,0.333,0.0,0.333,0.0,1.5,1,1,PL,HL,676,P2
31041,31042,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,1,0,0,0,0,2,1,42.0,10.0,84.0,8.0,3.0,6,45.0,14,3,6,3,15.0,45.0,1,0,7,1,2,0,0,0,0,0,0,0,0,0,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,Married,12TH,31,M,26000,120,1.0,0.0,0.015,,0,,0,0.0,0.0,0.0,0.0,0.321,0,0,ConsumerLoan,ConsumerLoan,679,P2
31042,31043,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,0,0,0,0,0,2,2,6.0,2.0,78.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,2.0,2.0,Single,UNDER GRADUATE,22,M,13000,104,1.0,1.0,0.701,,0,,0,0.0,0.0,0.0,0.0,2.445,0,0,ConsumerLoan,ConsumerLoan,660,P3
31043,31044,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,12.0,12.0,99.0,8.0,7.0,2,58.0,27,0,2,2,0.0,58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0,3.0,2.0,2.0,Married,UNDER GRADUATE,41,F,13000,17,1.0,0.0,0.0,,0,,0,1.0,0.0,1.0,0.0,1.449,0,0,others,others,646,P4
31044,31045,9,3,6,3,1,0.333,0.111,0.667,0.333,6,2,0.667,0.222,1,0,0,8,0,0,0,0,9,1,24.0,1.0,50.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0.0,0.0,0.0,3.0,1.0,3.0,48.0,16.0,9.0,1.0,Single,GRADUATE,22,M,28000,29,0.667,0.5,0.472,,0,,0,0.333,0.0,0.333,0.0,2.47,0,0,ConsumerLoan,ConsumerLoan,682,P2
31045,31046,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,33.0,33.0,219.0,11.0,7.0,4,59.0,29,0,4,4,0.0,59.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,1.0,0.0,0.0,Married,12TH,21,M,30000,249,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,670,P2
31046,31047,10,10,0,1,2,0.1,0.2,0.0,1.0,1,3,0.1,0.3,0,1,0,0,9,0,0,10,0,0,55.0,4.0,263.0,,,0,,0,0,0,0,0.0,0.0,0,0,54,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1077.0,0.0,0.0,0.0,Married,OTHERS,49,M,32000,372,0.0,1.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,PL,708,P1
31047,31048,4,1,3,2,0,0.5,0.0,0.75,0.25,3,0,0.75,0.0,1,0,0,2,0,0,1,0,4,1,20.0,2.0,19.0,8.0,8.0,1,8.0,8,0,1,1,0.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,7.0,7.0,4.0,Married,SSC,39,F,12000,27,0.75,0.667,0.837,,0,0.863,1,1.0,0.0,1.0,0.0,11.833,0,0,ConsumerLoan,ConsumerLoan,651,P4
31048,31049,9,2,7,0,1,0.0,0.111,0.778,0.222,1,1,0.111,0.111,0,0,2,5,0,0,2,0,9,0,62.0,11.0,71.0,15.0,3.0,11,36.0,8,3,10,7,11.0,36.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17.0,7.0,0.0,0.0,2.0,0.0,0.0,68.0,4.0,3.0,1.0,Single,GRADUATE,31,M,50000,185,0.778,0.0,0.355,0.776,1,0.439,1,0.0,0.0,0.0,0.0,5.314,0,0,ConsumerLoan,ConsumerLoan,687,P2
31049,31050,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,51.0,51.0,770.0,30.0,20.0,9,150.0,60,0,0,0,0.0,0.0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,60,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1530.0,0.0,0.0,0.0,Married,GRADUATE,40,M,13000,128,1.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,681,P2
31050,31051,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2,50.0,31.0,711.0,,,0,,0,0,0,0,,,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,GRADUATE,35,M,22000,71,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,685,P2
31051,31052,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18.0,18.0,25.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,3.0,Married,12TH,24,M,13000,41,1.0,0.0,0.126,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,670,P2
31052,31053,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,0,0,0,0,2,0,1,12.0,7.0,57.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,2.0,0.0,0.0,Single,12TH,21,M,9000,54,1.0,0.0,0.834,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,678,P2
31053,31054,6,5,1,0,1,0.0,0.167,0.167,0.833,1,1,0.167,0.167,0,1,0,1,3,0,1,4,2,0,108.0,12.0,59.0,,,0,,0,0,0,0,0.0,0.0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,359.0,2.0,0.0,0.0,Single,12TH,36,M,25000,90,0.167,0.0,0.819,,0,0.819,1,0.0,0.0,0.0,0.0,3.96,1,0,PL,others,708,P1
31054,31055,9,1,8,1,1,0.111,0.111,0.889,0.111,7,1,0.778,0.111,0,1,0,6,0,0,0,2,7,2,26.0,5.0,52.0,,,0,,0,0,0,0,0.0,0.0,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,10.0,0.0,0.0,0.0,2.0,0.0,2.0,147.0,5.0,1.0,0.0,Married,12TH,28,F,20000,77,0.889,0.143,0.682,,0,,0,0.0,0.0,0.0,0.0,6.551,0,0,ConsumerLoan,others,687,P2
31055,31056,5,1,4,2,1,0.4,0.2,0.8,0.2,3,1,0.6,0.2,1,0,1,3,0,0,0,0,5,1,16.0,4.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,4.0,3.0,4.0,1.0,0.0,1.0,2.0,9.0,6.0,4.0,Single,GRADUATE,27,M,18000,22,0.8,0.667,0.289,1.0,1,,0,0.0,0.75,0.0,0.75,2.982,0,0,ConsumerLoan,ConsumerLoan,669,P2
31056,31057,5,3,2,1,1,0.2,0.2,0.4,0.6,2,1,0.4,0.2,1,0,0,0,4,0,1,4,1,0,30.0,2.0,53.0,27.0,26.0,2,57.0,27,0,0,0,0.0,0.0,1,0,30,6,12,0,0,0,0,0,0,0,0,0,27,4.0,0.0,0.0,0.0,3.0,0.0,3.0,217.0,4.0,0.0,0.0,Single,12TH,39,M,50000,99,0.4,0.5,0.965,,0,0.904,1,0.0,0.0,0.0,0.0,2.1,1,0,PL,PL,681,P2
31057,31058,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,29.0,29.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,883.0,0.0,0.0,0.0,Married,12TH,32,M,20000,62,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,679,P2
31058,31059,11,8,3,0,0,0.0,0.0,0.273,0.727,0,0,0.0,0.0,0,0,0,7,2,0,0,2,9,2,62.0,18.0,339.0,8.0,8.0,1,27.0,27,0,1,1,0.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9.0,0.0,0.0,0.0,3.0,0.0,0.0,30.0,1.0,1.0,1.0,Single,UNDER GRADUATE,26,M,18000,63,0.273,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,1.641,1,0,ConsumerLoan,others,670,P2
31059,31060,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,16.0,16.0,,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,Married,SSC,29,M,15000,119,1.0,0.0,0.526,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,690,P2
31060,31061,13,2,11,4,0,0.308,0.0,0.846,0.154,10,0,0.769,0.0,3,1,0,7,0,0,0,1,12,5,34.0,3.0,53.0,9.0,6.0,4,26.0,25,0,4,4,0.0,26.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,5.0,5.0,Married,GRADUATE,41,M,25000,307,0.846,0.4,0.306,,0,,0,0.0,0.0,0.0,0.0,2.749,0,0,ConsumerLoan,ConsumerLoan,643,P4
31061,31062,11,4,7,3,0,0.273,0.0,0.636,0.364,3,1,0.273,0.091,0,2,1,0,4,0,0,8,3,4,86.0,5.0,25.0,18.0,18.0,1,19.0,19,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,37.0,8.0,1.0,2.0,4.0,4.0,4.0,5.0,17.0,15.0,6.0,Married,GRADUATE,31,M,23000,68,0.636,1.0,0.735,0.762,1,,0,1.0,0.5,1.0,0.125,19.831,1,0,PL,others,646,P4
31062,31063,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,0,0,0,1,1,2,72.0,16.0,27.0,,,0,,0,0,0,0,,,0,0,15,5,11,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,296.0,1.0,0.0,0.0,Married,GRADUATE,36,M,14000,51,0.5,0.0,0.595,,0,,0,0.0,0.0,0.0,0.0,21.429,0,0,others,others,707,P1
31063,31064,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,34.0,22.0,411.0,,,0,,0,0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0,0.0,0.0,0.0,Married,GRADUATE,43,F,10000,81,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,AL,AL,697,P2
31064,31065,23,16,7,0,6,0.0,0.261,0.304,0.696,7,6,0.304,0.261,1,2,1,16,0,0,2,3,20,2,71.0,6.0,61.0,9.0,3.0,6,58.0,27,3,6,3,28.0,58.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24.0,2.0,0.0,0.0,7.0,0.0,1.0,3.0,9.0,2.0,2.0,Married,OTHERS,39,M,32000,227,0.304,0.0,0.3,,1,0.302,1,0.0,0.0,0.0,0.0,4.64,0,0,ConsumerLoan,ConsumerLoan,671,P2
31065,31066,6,3,3,2,1,0.333,0.167,0.5,0.5,2,2,0.333,0.333,1,2,0,1,2,0,0,5,1,1,56.0,1.0,20.0,,,0,,0,0,0,0,0.0,0.0,0,0,77,6,19,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,626.0,0.0,0.0,0.0,Married,12TH,42,M,23000,80,0.5,1.0,0.808,,0,,0,0.0,0.0,0.0,0.0,,1,0,others,ConsumerLoan,712,P1
31066,31067,6,4,2,0,1,0.0,0.167,0.333,0.667,1,1,0.167,0.167,0,1,0,5,0,0,0,1,5,0,34.0,9.0,74.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0.0,0.0,0.0,5.0,2.0,2.0,69.0,3.0,2.0,2.0,Single,GRADUATE,27,M,15000,34,0.333,0.0,0.036,,0,,0,1.0,0.0,0.4,0.0,1.133,0,0,PL,others,673,P2
31067,31068,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,19.0,19.0,83.0,18.0,15.0,4,304.0,273,0,0,0,,0.0,4,4,10,3,8,0,0,0,0,0,0,0,0,0,273,,,,,,,,,,,,Married,GRADUATE,29,M,29000,105,0.0,0.0,0.0,,0,,0,0.0,0.0,0.0,0.0,,0,0,others,others,671,P2
31068,31069,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,14.0,14.0,48.0,,,0,,0,0,0,0,,,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,Married,GRADUATE,38,M,20000,24,1.0,0.0,0.703,,0,,0,0.0,0.0,0.0,0.0,,0,0,ConsumerLoan,others,680,P2
31069,31070,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,16.0,16.0,49.0,,,0,,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,1.0,0.0,0.0,3.0,3.0,3.0,20.0,3.0,3.0,3.0,Married,12TH,28,M,38000,249,1.0,0.0,0.444,0.444,1,,0,1.0,0.0,1.0,0.0,0.688,0,0,PL,others,659,P3
